	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000683.3.73cca5f1-3898-4daf-996d-381eabe2e655.fc.signal	4.0648	3.98465	3.09384	2.45275	1.56629	1.51669	0.914236	1.6082	2.27949	3.39468	2.11007	2.07567	2.58781	2.7995	4.37776	4.67502	4.49118	4.78937	5.5226	5.22015	3.25824	6.67876	5.99571	4.41533	3.46653	4.86009	6.51729	5.88752	5.48511	5.59758	6.00038	5.09975	6.62643	7.93951	8.22547	5.43317	4.94369	4.71003	3.20943	3.12486	2.7334	1.85224	2.91836	3.54205	4.49812	5.03261	4.67483	0.389561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000160.3.993737f8-5756-4ad4-ba82-616379757fdf.fc.signal	2.582	2.57551	1.60395	2.89643	0.790435	0.56074	1.20344	1.39494	1.66912	2.45962	1.69178	0.606966	2.53365	3.08459	3.60656	4.24729	5.17493	5.34881	6.41328	4.91667	4.10952	6.44548	2.51281	2.22879	3.74699	5.19142	6.98538	5.7891	8.0461	3.11959	7.21751	8.12634	6.01208	6.11318	10.3667	7.29487	6.31652	4.07013	1.61648	0.35087	0.851123	5.69278	6.1776	3.87502	6.25374	6.02712	5.3765	0.653251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.87138227-2f20-4f69-8c58-63c9bb6aa67e.fc.signal	5.76852	6.51963	5.71924	2.81535	1.29914	1.51148	0.638822	1.80213	1.87486	1.87506	1.61284	1.41793	4.29875	8.26204	7.13488	6.59263	7.06502	9.35704	8.65054	6.37906	6.12029	7.0157	5.72185	7.67789	6.31395	9.48907	3.64428	5.5575	4.49822	6.82423	8.99147	5.10571	6.55566	6.47764	7.38129	5.49241	4.77504	3.73374	0.761885	1.64302	1.99595	3.41224	5.24135	4.57995	4.85514	10.1457	11.0045	0.830268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000301.2.7a4d4e19-6cf8-495a-862e-2c607fbd601e.fc.signal	6.681	4.54949	6.05358	2.49271	0.452704	0.760059	0.236478	0.97226	2.59405	2.73211	2.42598	3.70422	6.4125	6.27623	5.84925	5.65258	6.33697	8.45095	9.23525	13.5888	15.8901	13.111	16.7122	15.1877	5.07925	12.9585	19.1444	18.7463	20.3852	15.5051	14.0256	14.4068	17.4083	18.186	15.9077	10.3901	5.05394	4.1737	2.95403	3.22546	7.88423	8.63757	7.53618	17.501	21.2083	14.2175	18.4964	0.428709
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.209b7d40-2aaf-4f0d-9a2f-e178d8a84b13.fc.signal	1.61124	1.94324	2.42839	1.26349	2.01186	1.3656	1.5299	1.79095	1.12542	2.7163	1.51914	0.559185	1.36905	1.30924	1.12907	1.13018	1.32829	1.85407	2.14865	1.65697	0.942264	2.26104	1.63286	1.91897	1.17407	1.94863	1.12787	1.08441	1.18414	1.03458	1.24087	0.651107	1.06663	1.01773	0.972465	1.58513	0.504518	0.848589	0.642347	0.877639	0.245674	1.19061	0.855093	1.07834	2.23209	1.38985	0.773967	0.10111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.6712588d-45c1-44ec-9f01-5f62fc9e99bb.fc.signal	3.30976	2.67802	2.00782	2.19737	1.19364	1.31376	2.02263	2.48352	2.70642	2.15826	1.79481	1.56876	2.0924	2.2226	2.18215	2.72114	2.53214	2.92627	3.67553	3.83236	3.10439	3.11323	3.58019	4.47394	4.02173	3.05162	3.72455	5.07701	4.37006	3.55469	2.88019	2.54822	2.14932	2.35374	2.09413	1.76475	1.07855	0.631828	0.654987	0.946727	1.77567	2.12495	1.74947	2.95123	4.5937	4.60679	4.09567	0.0449069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ca0477cb-21d8-4e11-a363-fca55b28eb49.fc.signal	6.69633	4.5391	3.83008	4.78943	3.51498	3.83916	2.62368	3.41045	5.20888	4.29305	3.33198	4.26906	5.25771	8.9205	9.02175	8.80842	7.37164	9.29604	9.59646	10.0303	12.8494	14.037	14.18	13.388	10.8869	11.1877	11.0097	14.3542	19.174	15.8752	13.9172	14.626	15.6119	13.5125	10.9749	9.03758	5.25481	5.38614	3.92033	2.96321	3.17962	5.4354	5.76503	8.86778	9.8696	13.6763	17.8183	0.534156
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1f6ac71d-93cf-4d13-a14c-23ecb52e3983.fc.signal	3.65584	3.67489	3.40082	2.40349	1.51238	1.4857	2.10377	3.07562	4.27847	5.33876	1.35389	1.63561	2.95757	3.28305	4.00986	5.22045	5.47772	7.31804	7.75742	5.96659	6.41147	5.10452	4.62828	4.13647	3.58702	2.73911	4.13562	4.1438	4.08264	3.90154	7.3462	5.94592	3.34569	6.23219	4.97836	4.08842	4.48027	3.59098	1.38535	2.71825	3.76261	4.12211	5.53989	6.39597	8.12969	7.1036	4.95717	0.571678
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.dcf25794-5ac8-4a6d-9033-a30e1a31178f.fc.signal	2.83975	1.94483	3.02997	3.36968	1.49587	0.0342599	0.526825	0.817042	1.84884	2.7602	1.02661	0.0305311	0.705128	1.18341	2.91032	1.62153	2.48023	2.78371	5.95324	2.73663	3.08289	2.51928	2.63625	1.44212	1.97068	1.78003	2.03008	1.90076	3.37857	1.72741	1.59648	1.43121	1.128	2.42486	1.99071	2.50604	0.627416	0.987118	0.660717	0.696211	2.07832	1.76116	1.25111	1.5595	1.47236	3.21359	2.56932	0.0130603
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.f92185be-1c43-4aca-8ad8-6624fd4fe491.fc.signal	2.66882	2.50753	2.90029	4.76091	4.51634	4.16218	5.94944	4.38906	4.04229	3.76112	3.02752	2.99353	4.83907	5.03536	4.64802	4.28817	4.4384	3.57372	4.29014	4.36802	4.17065	4.55766	4.12562	5.07205	3.17207	4.52358	6.21144	6.88165	6.67741	5.64582	5.82059	4.92279	5.4033	5.31677	5.27549	4.32611	3.02141	3.15293	2.727	3.03306	3.5313	3.31253	2.63571	3.40103	3.75749	3.31693	4.122	0.216518
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.24e7f5e2-3e69-4be2-9441-12552d685d59.fc.signal	6.16853	7.02018	4.25126	1.54278	0.494799	1.83129	1.68503	1.14866	2.48818	1.03729	0.86386	0.906932	3.02909	5.83797	6.5666	6.96144	6.26481	9.36836	9.9593	5.49613	7.21607	7.03989	2.74525	2.62361	5.0964	7.97516	4.26141	14.9798	10.752	8.59492	9.64174	7.0167	6.32476	9.94578	6.27139	3.56667	3.23497	2.88354	2.65075	1.59372	2.42995	6.052	3.64165	4.07885	4.82354	7.41302	5.51382	0.701807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.248d0803-44a8-4240-ab7f-e2ff74839d74.fc.signal	7.25739	6.04861	8.64489	6.48076	3.53822	4.09757	3.3999	3.35029	3.98503	2.7153	6.74487	7.16979	8.15875	9.558	9.14647	6.56869	6.06467	4.4905	4.25854	6.78231	8.72871	8.16975	8.79695	8.65194	11.0426	7.41651	8.23829	12.2033	10.2694	8.26459	8.44376	3.91209	5.92803	7.00432	8.49691	5.21362	2.95351	2.84687	1.47861	2.53521	5.09879	5.81184	7.04562	8.43385	8.45861	9.98953	9.81888	0.252252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000666.1.5711d167-820d-45fb-b803-6acb7e7ac244.fc.signal	3.07326	2.05655	1.19576	1.29469	0.367618	0.294099	1.51965	0.710084	1.30348	1.43847	0.774303	0.473073	0.87989	2.89563	2.43974	2.348	1.70781	2.57627	2.0205	2.01529	3.22998	4.58311	2.67824	3.38248	3.45012	3.26676	4.51931	4.7289	2.25441	1.3381	2.64842	3.13231	1.83524	2.2216	2.72104	3.30746	1.86654	1.82314	3.17359	1.65311	1.29611	0.99289	1.65484	5.57452	2.36184	2.94236	4.83577	0.708955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004703.3.4357bc0d-92fe-4fdc-9b6c-d1d7e257d833.fc.signal	2.70315	2.77125	1.96647	1.75535	1.37666	1.29849	2.087	2.61715	1.74756	1.07776	1.57897	1.73389	2.39463	3.35336	3.77181	3.64445	3.45199	2.71374	2.97377	3.55828	2.64704	3.43901	3.37711	2.83417	1.91829	2.48533	3.33079	4.3691	3.95814	3.53559	3.1849	3.00057	2.51247	2.41566	2.55913	1.60917	1.38205	2.12164	2.4157	2.11252	1.87072	2.43344	2.74642	2.80014	3.45272	3.4253	3.52947	0.233333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.2b000990-d916-4c2c-9564-48426bfd189e.fc.signal	1.13462	2.10157	0.732855	1.20795	0.805214	0.0691519	1.68351	0.505983	1.35283	1.21559	0.696583	0.527861	1.27017	2.0769	3.83309	5.38228	5.40412	3.16394	2.32754	0.414572	2.05842	3.38942	4.38689	1.88405	2.77121	4.53131	4.43676	5.28776	6.18241	3.14939	2.83664	5.1059	1.68743	1.94926	8.12438	6.73309	3.16395	1.53952	1.0203	0.327291	1.04007	1.57106	0.225467	1.37467	3.85491	2.75666	2.18208	0.540909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.d292671f-acdf-4c3d-a0bd-85566c15af43.fc.signal	1.50791	2.20723	1.93083	1.65244	2.25358	1.94732	1.01807	0.521193	0.466947	0.858634	2.26989	2.72103	3.63355	2.48925	1.68444	1.5269	1.45934	1.37535	1.37689	2.00742	1.74734	2.01625	1.40439	1.48768	2.17768	2.16116	1.79245	0.808897	1.03052	0.938391	1.67091	2.34075	1.50599	1.52082	1.29758	1.54223	1.8827	2.91553	1.72073	0.617313	0.786278	0.682796	0.759846	1.18741	1.33394	1.40492	1.20994	0.367102
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.deeb1740-ff27-48b5-993b-e759c8aa7550.fc.signal	7.3521	5.30135	1.78557	0.251792	0	0.0918565	0.483924	2.69794	3.87215	2.3952	0.78607	0.339699	1.80975	1.8651	1.6392	2.00951	1.99387	2.00182	2.32082	2.43994	2.39891	2.9699	3.42112	3.71931	3.22737	3.15211	2.53776	2.35356	2.45925	1.97504	2.49731	3.04606	3.35614	2.77207	2.71723	2.2729	1.56729	1.11009	0.795055	0.697652	1.10548	1.31212	1.74618	2.47202	2.74215	2.85108	2.76144	0.613979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000034.3.b3564dee-622a-4ac9-b3f7-d50725dd1133.fc.signal	5.41072	3.90421	1.19383	0.313241	0	0.651272	0.594497	2.08888	2.62495	2.81627	2.35834	1.70527	4.85945	5.9855	6.31181	6.26654	4.85486	6.18814	5.34807	5.72007	4.21227	3.35045	5.67678	7.43005	6.7157	4.64325	6.28823	4.71179	10.7991	11.0509	9.25304	3.97075	9.20439	7.31095	8.25068	3.84876	2.76048	3.20044	2.22898	1.34457	1.1213	4.59103	5.17323	6.11585	6.93822	5.10918	7.14786	0.63961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000095.3.c95a4186-aeb6-44c8-98f7-948c739ff2e9.fc.signal	6.85768	3.19672	2.05516	2.12296	1.24012	0.683334	2.11742	5.152	4.5492	3.65514	1.20959	1.83543	5.55813	9.96291	3.33595	6.4537	5.33951	8.72071	6.10966	9.15505	7.74846	8.41998	12.4906	15.2881	10.6366	14.7153	21.6206	21.7468	25.7543	15.1886	16.0826	12.5116	15.9942	13.4061	12.3732	10.6223	5.27799	6.9389	5.40573	3.78504	5.70748	7.96098	12.7976	11.3515	18.8925	20.4425	12.0717	0.68559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.07db7868-f10a-4d85-bd5f-aa9358240c1f.fc.signal	3.44887	2.58409	4.01237	4.32932	2.11067	2.71787	5.69439	5.60693	5.56335	4.81102	5.13227	4.7758	3.0325	3.75132	5.24502	7.2262	6.53616	6.20058	5.34548	7.22479	7.4128	10.1156	8.6138	7.51871	7.28906	11.3048	9.90737	10.453	8.31072	5.95759	6.18994	5.25149	5.16303	6.62052	4.69691	6.03672	6.6258	7.11006	6.16434	3.1975	4.60085	2.74535	2.43466	5.23469	7.49654	8.47033	10.8668	0.0799574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000247.3.d48138c2-a252-44ae-9d3c-40d754a464fb.fc.signal	4.30812	3.78086	1.75133	0.246278	0.0034224	0	0.488368	2.78721	4.29092	3.02004	0.707053	0.377629	1.80754	2.01786	2.07911	2.50551	2.61672	2.45406	2.8572	3.30971	3.99198	4.261	4.19906	4.11155	3.78471	4.42327	3.9615	3.54811	2.81133	2.58648	2.45211	2.30323	2.50054	2.84787	2.36685	1.67836	1.36648	1.24609	0.931177	0.579884	1.2387	1.79838	1.74458	2.11925	2.80238	2.61927	2.45596	0.589708
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.3dc85d16-267c-45c2-b26d-1a0b479796ac.fc.signal	7.63279	6.84741	3.95675	4.16482	2.48931	1.52312	1.93638	6.73119	6.52484	5.62407	3.49461	1.01431	4.39646	6.52627	10.5629	11.0479	6.01889	10.1121	12.5198	12.2944	4.22106	6.45456	8.98517	7.78648	8.7259	9.99921	8.92369	5.39565	2.95538	0.663281	0.747924	4.68212	5.88081	6.52627	5.27632	3.6623	2.41398	1.56983	4.40982	3.51597	2.2699	1.17212	3.73736	4.17039	7.82746	4.62742	1.80005	0.181619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.8f91a2fb-7003-480a-b893-926d784b78c7.fc.signal	3.36762	3.33189	3.62182	2.07162	0.507345	0.241435	2.02777	4.46394	4.64917	3.54392	1.17787	0.742483	2.69952	3.75659	3.17569	3.2462	3.79862	3.02319	2.90193	1.443	2.42492	3.83684	2.30154	2.38616	3.43989	3.60105	2.84312	2.33191	2.50099	2.03133	1.27057	0.638335	0.483138	0.529449	0.491671	0.609037	0.535584	0.685652	1.04152	1.21278	1.92025	2.78683	2.4678	2.00042	3.74814	4.19773	3.66793	0.142617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.7e792a01-04c2-4297-a3a4-2a7110dfb8d8.fc.signal	4.2059	3.5876	2.95962	1.32745	2.42895	0.979946	1.0557	1.55073	1.61522	3.81776	2.24565	1.73446	2.45565	2.48616	2.17634	3.69052	4.82899	6.55292	6.49221	3.66873	6.37118	6.28998	3.82003	5.82651	5.06703	6.75596	6.77344	7.07202	6.86733	3.62325	7.00098	8.08142	4.50546	4.00075	6.10259	4.9417	3.5252	3.67053	3.57783	3.92035	2.58165	4.55259	3.57139	3.23136	6.48613	7.30185	6.48885	0.763871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.807b95cf-3868-4ccf-8959-450b4ce9bd14.fc.signal	1.84943	1.55353	2.65324	2.62508	4.31549	1.86375	1.89257	1.27247	1.87391	1.06094	0.529487	2.08291	5.13882	1.41662	1.9053	5.53616	2.73592	1.12492	1.6819	1.75302	2.97981	2.79975	4.38124	3.66209	2.62653	2.90882	1.64981	4.12499	1.42822	0.614443	1.91169	3.59103	4.77373	5.46787	3.8862	5.23633	4.14982	1.48145	1.36681	0.966923	2.07289	2.81418	3.61993	4.23722	2.49144	2.00173	3.6752	0.165584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.f283db42-039d-42b0-abf6-5e11b1f7b362.fc.signal	1.53222	1.59228	1.62494	0.882739	1.37725	1.51033	0.798593	1.41803	0.90573	1.32566	0.732604	0.674312	1.51417	1.78629	1.97775	1.61189	2.64156	1.44125	0.845943	1.20407	1.70435	1.89022	1.03012	2.07376	1.41434	1.27975	1.60401	1.95079	2.08341	1.6341	1.47744	1.70449	1.85217	1.5038	1.2417	0.768662	0.702167	0.870367	0.878916	1.1446	1.08206	0.932086	1.55927	0.991277	1.33504	2.25856	2.26055	0.400839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.e3ed522f-2c41-4dc2-8732-fe32436313bd.fc.signal	7.04029	6.23479	3.93898	3.21114	1.92489	0.939706	2.01696	3.3497	2.49604	3.9289	1.88954	1.17324	2.69813	5.3475	2.66124	2.69388	4.30469	6.15152	8.14172	4.32897	3.52096	3.81104	2.96104	2.51487	6.61366	6.39594	7.51251	12.25	11.4871	6.72973	5.55141	3.46833	3.24024	4.26526	3.00386	2.15719	1.31079	1.77097	2.491	2.75861	3.33684	3.68294	2.3141	2.85366	4.00559	5.61469	6.23324	0.425287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.20c90732-f1ce-4c90-b4ad-94c2dcd3076f.fc.signal	2.5221	1.34157	0.564335	0.898736	0.337537	0.602872	0.592101	0.493164	0.389592	0.79953	1.0239	0.897211	1.60037	3.15711	3.34702	2.94872	2.76141	2.76327	1.71948	1.94971	4.74861	6.27295	5.26767	5.64735	6.84697	8.13395	6.40764	7.45142	5.59986	4.75638	5.82592	5.64815	2.7792	2.60599	3.13188	2.82153	2.24303	1.42419	1.31839	2.62992	3.04254	3.09822	3.89778	5.23712	3.79408	5.05115	6.31562	0.576577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000171.3.a9886932-1e82-466d-83cd-2bb4ed5fbe30.fc.signal	5.40583	3.92583	2.87761	2.04623	1.67671	1.15502	0.718763	0.50746	0.843606	1.84576	1.68999	1.58369	3.53746	7.22986	5.35631	4.33105	5.1333	5.55061	5.08833	6.27896	6.82395	6.72594	6.53894	7.35279	7.90127	5.97291	5.70885	9.41154	6.36563	5.28746	5.30687	3.5349	4.65043	4.63426	2.69693	2.02373	2.67822	1.76779	1.29418	1.27952	3.05846	3.35754	2.45807	5.8732	6.85308	7.03922	8.26988	0.776316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000270.2.a5df10b9-ca14-4e65-b2a1-c605818b459b.fc.signal	2.47217	0.879861	0	0.306252	1.29497	0.517249	0.709789	2.29807	1.77585	1.42342	3.84315	3.37362	3.50705	1.06468	1.68256	3.55877	3.61816	3.67772	2.57494	1.90211	3.42041	10.1865	2.37424	1.71122	5.22807	3.69472	1.62315	0.689184	2.33054	3.1111	2.63701	5.79902	4.77872	1.7635	0.104404	0.0887843	0.660698	1.11587	1.40952	1.28447	3.51337	3.12782	1.67408	3.91547	1.72428	4.95259	5.59473	0.655955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.c1b7baf5-133f-4f33-8df5-9ee656a1dfe7.fc.signal	1.36069	1.29048	0.13576	0.225087	0.611541	0.986803	0.446471	0.547128	1.77559	1.72171	1.05995	1.58653	2.55433	1.80775	0.801606	1.84438	1.55526	1.99653	2.30808	1.2036	1.08324	0.525741	1.1661	1.14064	0.940454	2.70123	3.49932	2.80727	0.469087	1.24077	1.92989	3.14435	2.59835	3.09934	2.65504	2.34041	1.22098	1.58837	1.64874	0.351966	0.995553	1.17177	2.94712	2.19302	2.13107	1.2337	1.60528	0.53176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.ffba017b-0023-4eb4-8b81-e7126e673308.fc.signal	0.602854	0.734792	0.690756	1.46591	1.74035	1.84436	1.50541	0.837297	0.574016	0.515044	0.582894	0.878997	0.734039	1.28503	0.147854	1.54032	0.292393	0	0.361986	1.72244	1.7622	0.718015	0.700217	2.89967	1.85129	1.32754	0.879975	0.966929	0.342507	0	0.157885	1.36165	0.829388	0.478284	0.30547	0.0149777	0.699539	0.629826	2.1222	0.324404	0.343152	0.475001	1.90006	0.563103	0.154989	0.765019	1.37801	0.586331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004606.2.5d173747-d877-4237-a9b2-01437c36f68b.fc.signal	1.68053	0.619021	0.961405	1.38226	1.80919	0.940422	0.938164	1.16432	0.978808	1.53923	0.917975	1.25038	1.79844	2.06697	2.13646	0.800729	1.12239	1.27113	1.69227	0.74748	1.00556	0.96239	1.02143	1.76194	2.09787	2.12563	1.53269	1.0018	1.05521	0.416204	0.795148	0.397115	2.00888	1.42155	0.781062	0.377031	0.439869	0.912379	0.688527	0.77954	0.273206	1.43511	0.817924	0.382771	1.19171	0.872808	1.53996	0.217207
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.1c2dbbd8-e506-4239-944f-76f68d1c1b78.fc.signal	10.0122	8.48494	3.72245	4.33591	4.40977	3.04657	3.0992	3.75318	5.08486	4.68891	4.00476	3.71408	6.11315	15.4667	12.7947	13.9975	19.1788	21.5311	20.5564	16.2301	18.3242	16.1321	17.9691	14.2201	13.8225	19.3674	21.431	26.3694	27.4959	21.3039	20.6072	11.9672	11.4833	10.4505	14.2771	17.1955	10.7949	6.51636	5.28536	4.91767	4.79611	7.15974	5.74835	8.27104	16.0868	19.755	20.1932	0.548487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.8d92c560-11be-4c39-83b5-4989c5ac9c68.fc.signal	0.0487051	0.964729	4.33531	2.78429	3.92765	1.83199	2.96833	2.05732	1.90143	4.4629	2.49733	0.918322	3.54723	8.19222	2.68838	2.49075	3.20724	6.40221	3.222	4.94574	4.26496	3.77214	2.75828	6.78962	7.82922	6.50925	4.96613	1.80323	1.45377	5.30221	3.94427	4.30434	4.7026	3.70153	1.90631	1.48089	0.986397	0.90188	1.58908	0.923941	0.931667	2.70054	6.82817	1.51466	1.285	4.06543	1.41491	0.41517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.dccfcc68-924e-49b1-92e4-cb32ee0b138a.fc.signal	11.4717	10.1604	7.09117	3.7147	2.12304	0.501891	0.536071	4.02967	5.10529	4.05371	5.40268	3.91348	4.22005	13.6634	15.5563	13.0374	12.6954	20.0857	20.3758	18.6272	23.0902	14.5689	12.3597	7.55262	14.8428	15.953	27.4492	36.6027	30.687	27.3101	25.5426	19.4213	21.6292	19.3843	22.7515	14.2454	6.21273	7.61891	8.28162	7.78436	15.4142	20.6539	18.665	19.1121	20.2277	25.787	19.8392	0.39265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.a7b50190-d657-4fdf-9077-238ae0258fec.fc.signal	6.58285	5.69496	5.04505	4.65595	3.95326	2.90445	2.89533	4.20676	5.32821	4.37306	1.96846	3.06205	3.8817	3.6347	6.37083	5.59508	3.2953	5.7818	7.81716	7.77301	6.86136	8.72808	8.57005	8.93697	8.31763	7.86638	10.4589	12.2502	13.044	8.62279	6.81187	7.01946	5.334	6.76794	9.43165	5.95334	4.27713	2.6702	2.81464	2.69911	2.8865	4.33443	6.09232	7.95618	8.25834	9.01445	9.87774	0.108216
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.17631993-4bed-42bb-94e8-db02b030412c.fc.signal	1.23793	1.95485	2.31875	1.83861	2.13431	1.78215	2.05283	1.62352	1.27078	2.26579	3.93748	3.25252	3.01112	2.4749	1.39877	1.43383	1.63094	1.60812	0.829613	1.64803	1.92213	1.86361	1.62412	2.14062	2.49227	2.22849	1.01537	1.10323	1.16468	0.899366	1.10859	1.17347	1.14031	0.622832	0.474068	0.557056	0.512112	0.475095	0.258659	0.252911	0.61361	0.784254	0.472776	0.53863	0.680775	0.843634	1.2556	0.334719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.b168494f-d47a-403c-8246-740897ab3321.fc.signal	1.69685	4.76235	2.34866	1.37857	1.28541	0.0937243	1.81498	1.44231	2.0878	2.00399	0.210251	0.214788	0.745482	2.1347	1.64041	2.149	2.30142	1.49513	2.75291	4.32801	3.89517	3.39407	2.3731	2.70025	1.70987	3.0911	4.30113	5.78734	3.35626	3.25186	1.2346	1.86578	1.55808	1.65331	2.89881	2.17464	1.64896	0.885893	1.31823	0.768357	1.5671	1.62553	1.81104	1.91575	3.41481	1.99487	3.04277	0.0205423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.9535f79b-ee21-402e-9850-3174e9dcb3dd.fc.signal	2.40257	2.85991	1.34467	1.6642	0.899931	0.528205	1.77635	2.34735	1.93126	1.31853	1.04042	0.703335	3.05635	3.69693	4.18043	4.56522	2.97907	8.75545	6.3732	6.75549	8.00486	10.1947	8.64696	10.6811	7.92572	7.30067	9.1962	9.52731	10.6265	7.78981	7.28461	5.29584	4.55295	9.36148	4.88328	2.88118	2.0355	1.81871	2.26819	2.15215	2.05504	5.9533	4.86096	4.45133	9.6195	11.2584	9.02713	0.668449
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000785.3.4a218dc1-3884-4fee-bb45-a93d75aa4c5e.fc.signal	0	0	0	1.4455	3.0747	0.240799	0	0.36429	3.21432	0.17143	0	0.415924	2.17304	0.0729701	0	2.6036	2.65717	2.26074	1.60716	0.246431	1.30716	3.22503	6.16078	3.7929	5.82863	2.76432	1.29644	5.56077	5.55006	3.27861	2.63574	1.60716	0.889295	3.96433	0.889295	0	2.91298	4.75719	4.33933	0.600006	0	0	0.514291	1.50002	3.21432	6.37507	6.42864	0.629492
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.cf454773-02e8-4ae6-8d9d-05793e9b3346.fc.signal	0.984161	1.4106	1.0683	0.822809	1.3879	2.02498	2.0814	2.11461	1.73864	2.1057	1.70857	1.02157	1.14684	1.49362	1.64549	1.81703	2.41127	1.99892	1.57772	0.589912	0.480977	0.685641	0.628546	2.05126	1.78234	0.592044	1.02171	0.776292	0.691162	0.608713	0.753997	1.64942	1.4596	0.734386	0.704027	0.409573	0.105506	0.771233	1.21074	1.52509	0.331385	0.821833	0.948102	0.486928	0.426336	0.882645	1.24695	0.103257
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.9bf3f7d0-484d-45f8-8d1f-2e9e5a1c459e.fc.signal	2.52653	1.23067	2.65825	0.989745	1.67844	1.43948	2.36303	1.1937	0.515606	0.663613	1.11724	2.00396	1.86478	1.18274	1.3921	1.22668	0.822218	0.886081	0.895394	0.836855	0.793018	0.216863	0.363213	1.51805	0.741946	1.09763	0.63395	1.01913	0.31532	0.215536	0.139651	0.513255	1.2932	1.0005	0.99917	1.20311	0.53135	0.844803	0.167005	0.687844	1.4329	0.914578	1.56373	0.766909	0.785107	1.26217	1.32265	0.0817439
